Var1,Freq
“(홍,3
“^ㄱ(이니셜,3
“^ㄱ씨,3
“^ㅇ^ㅇ는,3
“^ㅇ토건,3
“^ㅍ업체가,3
“^ㅎ사는,3
“‘갑질,3
“‘강남,3
“‘건물,3
“‘관념을,3
“‘광장’에서,3
“‘국토투기부,3
“‘기’,3
“‘김정은,3
“‘나는,3
“‘내년,3
“‘너무,3
“‘들불7열사’(박기순·윤상원·박용준·박관현·신영일·김영철·박효선),3
“‘마지막,3
“‘모든,3
“‘박정희,3
“‘서울은,3
“‘세월호,3
“‘시와,3
“‘아이가,3
“‘아현포차,3
“‘알바몬’(알바,3
“‘엄마,3
“‘옥류동’,3
“‘옵서버’로서,3
“‘용산·여의도,3
“‘워라밸’(일과,3
“‘임을,3
“‘자주,3
“‘전두환,3
“‘전주’로,3
“‘좋은,3
“‘지대,3
“‘타요,3
“‘품행,3
“‘피난처’가,3
“‘하느님도,3
“‘혼여행’,3
“‘황제대출’이고,3
“△공공,3
“○○○씨와,3
“○○는,3
“1,3
“1·2번,3
“1000t,3
“100명,3
“100여개,3
“10년간,3
“10년만에,3
“10년이,3
“10년째,3
“10번,3
“10시께,3
“10억원,3
“10여년,3
“10여년간,3
“10월21일,3
“11월23일~11월29일:,3
“11월9일~11월15일:,3
“11월이,3
“1209억원”으로,3
“13년,3
“150억원을,3
“150억원이면,3
“156까지를,3
“15년,3
“15억원,3
“15층,3
“167명,3
“18대,3
“18살인가,3
“1945년,3
“1957.,3
“1959년,3
“1967년,3
“1970~80년대,3
“1970년대부터,3
“1970년대엔,3
“1972년,3
“1978년에,3
“1980년대,3
“1982.,3
“1984년,3
“1986년에,3
“1988년,3
“1988년까지,3
“1990년대,3
“1990년부터,3
“1998년,3
“1999년께,3
“19대,3
“1가구,3
“1년,3
“1대1,3
“1번,3
“1분,3
“1세대,3
“1시간은,3
“1억원을,3
“1억을,3
“1월만,3
“1위를,3
“1인가구가,3
“1점,3
“1주택,3
“1주택자도,3
“1천여,3
“1충은,3
“1층,3
“1층에,3
“1층에도,3
“1층에서,3
“1층에서만,3
“2~3월,3
“20~30대,3
“2000년,3
“2000년대,3
“2001년쯤인데요.,3
“2002년에,3
“2005~2012년,3
“2007년,3
“2007년부터,3
“2007년에,3
“2010년부터,3
“2010년부터는,3
“2012년부터,3
“2013년,3
“2014년,3
“2015년도,3
“2016년,3
“2017년부터는,3
“2018년,3
“2018년부터,3
“2018학년도까지만,3
“2020년,3
“2021년,3
“2030년까지,3
“20년은,3
“220억원,3
“22일,3
“24시간,3
“24평형도,3
“250년,3
“255만원에,3
“28일,3
“2년6개월,3
“2주일만,3
“2주택,3
“2차,3
“2층에,3
“3.,3
“300만,3
“30년간,3
“30여년,3
“33일간,3
“33일이,3
“386억원”으로,3
“3기,3
“3살짜리,3
“3억원에,3
“3월16일,3
“3월1일,3
“3일간,3
“3일은,3
“3주택,3
“3천만~4천만원,3
“4·1,3
“4·15,3
“40년,3
“40명,3
“40여년,3
“40층,3
“4대강,3
“4만여가구가,3
“5·16,3
“50~60대는,3
“55평,3
“56가구가,3
“570여개,3
“5공,3
“5년,3
“5대손으로,3
“5월,3
“5월23일,3
“600구좌를,3
“600년,3
“603억원을,3
“65년,3
“6개월이면,3
“6월,3
“6천만,3
“7000만원”과,3
“700일,3
“70년대식,3
“76년,3
“7대,3
“7억,3
“7월에,3
“7주기,3
“7천억원,3
“8.,3
“8·2,3
“8년,3
“8일,3
“9·13,3
“90년대,3
“90년대부터,3
“93년까지만,3
“9년에,3
“9월,3
“A,3
“A가,3
“A는,3
“A에게,3
“G,3
“GTX,3
“OS를,3
“가게는,3
“가난에,3
“가난하고,3
“가난했지만,3
“가능...,3
“가능한,3
“가담자”로서,3
“가든파이브처럼만,3
“가리봉동,3
“가사가,3
“가슴,3
“가을에,3
“가이드라인을,3
“가정상담사,3
“가져오지,3
“가족들,3
“가족사진,3
“가족이,3
“가해자,3
“각자,3
“각자가,3
“각종,3
“간첩”이,3
“간혹,3
“갈,3
“갈팡질팡하던,3
“감개무량하더라고요,3
“감당할,3
“감독님은,3
“감동적인,3
“감사원이,3
“감옥,3
“감정평가사,3
“감춰놓으면,3
“갑부에,3
“갑옷을,3
“갑작스러운,3
“값비싼,3
“갓김치는,3
“강,3
“강경한,3
“강남·북,3
“강남구에선,3
“강남북,3
“강남에선,3
“강남은,3
“강남을,3
“강동원,3
“강물”(삼성,3
“강북에서,3
“강사가,3
“강서구엔,3
“강정,3
“강정마을,3
“강정마을에도,3
“강제수용에,3
“강제집행,3
“강제집행을,3
“강제철거,3
“강제퇴거는,3
“강하게,3
“강한,3
“강현”(현산,3
“개교시까지,3
“개는,3
“개발된다고,3
“개발부담금에,3
“개발시대,3
“개발에서,3
“개발이,3
“개발이익,3
“개발이익이,3
“개발이익환수제,3
“개별난방으로,3
“개보다,3
“개선안이,3
“개인,3
“개인적인,3
“개인정보”라며,3
“개정안에,3
“갭투자,3
“갭투자·재건축·오피스텔,3
“거,3
“거금을,3
“거기가,3
“거기에,3
“거대,3
“거론된,3
“거리가,3
“거리를,3
“거리유세를,3
“거미줄처럼,3
“거주자,3
“거주자들이,3
“거주하는,3
“거짓,3
“거짓말”,3
“거창한,3
“거칠고,3
“거품인,3
“걱정,3
“걱정하되,3
“건강관리를,3
“건달과,3
“건물과,3
“건물을,3
“건물주는,3
“건물주들이,3
“건물주에게,3
“건설,3
“건축가들은,3
“건축법상,3
“건축사죠,3
“건축을,3
“건축이라는,3
“건축주인,3
“건축협정을,3
“걷는,3
“검사,3
“검증위,3
“검찰에서,3
“검찰은,3
“검찰이,3
“검찰이건,3
“겁이,3
“게임이요.,3
“결과보다,3
“결국엔,3
“결의에,3
“결정을,3
“결혼,3
“결혼식,3
“결혼할,3
“경기,3
“경기도시공사는,3
“경기를,3
“경기지사,3
“경남기업,3
“경부선이,3
“경비업법,3
“경비업체,3
“경영,3
“경인고속도로는,3
“경제·사회·산업적,3
“경제를,3
“경제살리기에,3
“경제성장,3
“경제성장률이,3
“경제적,3
“경제적으로,3
“경제주체간,3
“경제질서는,3
“경제통이라는,3
“경찰지휘부는,3
“경찰청,3
“경찰청장,3
“계약갱신청구권이,3
“계약을,3
“계약할,3
“계약했음.,3
“고,3
“고가도로,3
“고가에,3
“고객,3
“고고도방어체계는,3
“고도성장기에서,3
“고독과,3
“고등학생,3
“고려호텔,3
“고령화,3
“고마워할,3
“고마웠죠,3
“고물이,3
“고민이,3
“고민해볼,3
“고샅고샅,3
“고생하십니다”라고,3
“고시원에,3
“고시원에는,3
“고시촌,3
“고아원에,3
“고양이는,3
“고양이를,3
“고은영씨,3
“고의로,3
“고인은,3
“고작,3
“고즈넉한,3
“고층,3
“고통받는,3
“고향이,3
“곤봉에,3
“곧,3
“골목,3
“골목길에,3
“골목을,3
“골목이,3
“골프장,3
“곳곳에,3
“공”에도,3
“공간,3
“공간을,3
“공간이,3
“공공,3
“공공관리제가,3
“공공관리제를,3
“공공기관에,3
“공공이,3
“공공임대,3
“공공임대주택,3
“공공주택,3
“공공지원,3
“공공투자로,3
“공관위가,3
“공권력,3
“공권력은,3
“공급을,3
“공동정범(같은,3
“공동체,3
“공동체에,3
“공동화,3
“공론조사는,3
“공릉지구,3
“공립,3
“공무원이,3
“공부,3
“공사기한을,3
“공사는,3
“공사장,3
“공소장,3
“공수부대,3
“공순이·공돌이,3
“공시가격,3
“공신력,3
“공약을,3
“공약이,3
“공연,3
“공원·녹지가,3
“공원과,3
“공유재산,3
“공익을,3
“공익적,3
“공인중개사,3
“공정여행,3
“공정여행은,3
“공정한,3
“공직선거법,3
“공직자들이,3
“공평도시유적전시관에,3
“과거를,3
“과거보다,3
“과거에,3
“과거에도,3
“과도한,3
“과연,3
“과잉진압이라는,3
“과장된,3
“관계가,3
“관계부처와,3
“관광객이,3
“관광산업,3
“관권,3
“관리처분,3
“관리처분인가가,3
“관리처분인가에,3
“관심,3
“광명역은,3
“광역급행철도(GTX),3
“광주과학기술원장,3
“광주는,3
“광주도,3
“광주정신은,3
“광케이블,3
“광화문,3
“광화문역과,3
“괜찮다”면서도,3
“굉장히,3
“교도소에,3
“교사와,3
“교양,3
“교육,3
“교육여건과,3
“교육적,3
“교토에,3
“교통여건도,3
“교통이,3
“교황과,3
“교황은,3
“교회,3
“구남은,3
“구남을,3
“구두,3
“구럼비”,3
“구로공단은,3
“구로공단을,3
“구로직장여성아파트에,3
“구매력을,3
“구시대,3
“구역,3
“구조조정이,3
“구차한,3
“구체적,3
“구한말,3
“국가가,3
“국가는,3
“국가는”,3
“국가라는,3
“국가란,3
“국가에,3
“국가에서,3
“국가적·사회적으로,3
“국가폭력이,3
“국공립어린이집,3
“국립과학수사연구원이,3
“국립중앙의료원이,3
“국무조정실과,3
“국민기업,3
“국민을,3
“국보법·집시법,3
“국비,3
“국외,3
“국정원이,3
“국제관습법은,3
“국채보다,3
“국토교통부,3
“국토교통부는,3
“국토부가,3
“국토해양부,3
“국회서,3
“국회의원,3
“궁금하기도,3
“권,3
“권력,3
“권리금,3
“권리금이,3
“권씨가,3
“귀소공간은,3
“귀화,3
“귀화허가,3
“규정을,3
“규제에,3
“그간,3
“그간엔,3
“그걸로,3
“그곳에,3
“그곳에서,3
“그나마,3
“그날도,3
“그날로,3
“그동안은,3
“그들,3
“그들과,3
“그들은,3
“그때가,3
“그때그때,3
“그때에,3
“그땐,3
“그러나”를,3
“그러니까..,3
“그러니까....,3
“그러려면,3
“그러면서,3
“그런데,3
“그런데도,3
“그럼에도,3
“그렇기,3
“그렇다”고,3
“그렇지만,3
“그린벨트,3
“그분들,3
“그분들과,3
“그분들에,3
“그분들이,3
“그에,3
“그에게,3
“그해,3
“극발표를,3
“근거가,3
“근대건축,3
“근대문화역사,3
“근대문화자원,3
“근대화,3
“근본적으로,3
“근본적인,3
“근처,3
“글,3
“글을,3
“금년(2000년),3
“금님은,3
“금리가,3
“금메달을,3
“금요일,3
“금융기관장,3
“금융위기가,3
“급등,3
“급하다”며,3
“기계가,3
“기계를,3
“기대하지,3
“기독교가,3
“기둥을,3
“기르던,3
“기민하고,3
“기본적으로,3
“기부내역,3
“기소가,3
“기숙사까지,3
“기숙사를,3
“기술력에,3
“기술적,3
“기억,3
“기억나지,3
“기업들이,3
“기업형”,3
“기왕,3
“기운을,3
“기자들,3
“기자들도,3
“기자들이,3
“기재부에서,3
“기저귀가,3
“기존에,3
“기초단체를,3
“기초생활,3
“긴,3
“긴급조치,3
“길거리에서,3
“김○○이,3
“김길태,3
“김문기씨,3
“김문수,3
“김문수-안철수,3
“김부겸입니다,3
“김석기에,3
“김씨,3
“김의겸,3
“김일성,3
“김정은,3
“김진표,3
“김현미,3
“김현철,3
“김황식,3
“까짓,3
“깜짝,3
“깨끗한,3
“깨어나서,3
“꼬리로,3
“꽃잎처럼,3
“꽃피는,3
“꾀어”,3
“꾸준히,3
“꿈꾸던,3
“꿈을,3
“꿈이,3
“끊임없이,3
“끼니마다,3
“나가달라”고,3
“나경원,3
“나라님이,3
“나라도,3
“나라에,3
“나라에서,3
“나무가,3
“나무조차,3
“나쁜,3
“나이,3
“나이가,3
“나이듦에,3
“낙관주의죠,3
“낙후,3
“낙후지역은,3
“난민들을,3
“난민들이,3
“난민은,3
“난민을,3
“날,3
“날도,3
“날마다,3
“날조”와,3
“남동인더스파크,3
“남들이,3
“남일당,3
“남편이랑,3
“납득할,3
“낮에,3
“낯선,3
“내게,3
“내년,3
“내년에는,3
“내년쯤,3
“내놓은,3
“내려와주어,3
“내면은,3
“내부,3
“내용으로나,3
“내정간섭”이란,3
“내집,3
“냄비가,3
“너도,3
“너무나,3
“너희나,3
“너희들,3
“네,3
“네”,3
“네덜란드,3
“네덜란드에서,3
“노,3
“노동감사제”,3
“노동운동하며,3
“노동을,3
“노동이,3
“노동자들,3
“노동절,3
“노래가,3
“노래는,3
“노력해도,3
“노무현,3
“노사분규,3
“노선,3
“노순자씨,3
“노올자”가,3
“노원구는,3
“노인들,3
“노점상이,3
“노조원들에게,3
“노조원들을,3
“노조원이,3
“논란이,3
“논산은,3
“놀이터가,3
“농성,3
“농어촌을,3
“농업용,3
“높게,3
“높아진,3
“높으신,3
“높은,3
“높이가,3
“뇌종양이,3
“누구,3
“누구나,3
“누구씨요?,3
“누구에게나,3
“누군가,3
“눈,3
“눈에,3
“눈으로만,3
“눈을,3
“뉴라이트가,3
“뉴스와,3
“뉴욕에서도,3
“뉴타운·재개발,3
“뉴타운사업이,3
“뉴타운지구,3
“늘어나는,3
“늦게나마,3
“늦게라도,3
“늦은,3
“니가,3
“다국적기업이나,3
“다르게,3
“다문화가정,3
“다섯,3
“다시는,3
“다원이앤씨,3
“다음달이면,3
“다이나믹하고,3
“다치라고,3
“다행이에요,3
“다행히,3
“단기적으로,3
“단기적인,3
“단단한,3
“단독택지지역은,3
“단순한,3
“단일,3
“단일화,3
“단일화에,3
“단점은,3
“단칸방에서,3
“담날,3
“답답하게,3
“답변할,3
“당·정·청,3
“당국,3
“당시는,3
“당시만,3
“당신,3
“당신네,3
“당신들,3
“당신들은,3
“당신이,3
“당원이,3
“당장은,3
“당정,3
“당할,3
“대검,3
“대구가,3
“대구다운,3
“대구시,3
“대권을,3
“대기업,3
“대기업에서도,3
“대기오염·교통체증·지역격차·에너지,3
“대기질과,3
“대다수,3
“대단위,3
“대도시,3
“대등하게,3
“대박,3
“대신학교는,3
“대안공간들,3
“대의를,3
“대중교통,3
“대중이,3
“대지에,3
“대책,3
“대체,3
“대출금,3
“대통령께,3
“대통령께서,3
“대통령이라는,3
“대학생,3
“대학재단,3
“대한민국과,3
“대한민국이,3
“대한전선이라는,3
“대형견,3
“대화,3
“더러웠는데,3
“더불어민주당이,3
“덕선이,3
“덤프트럭이,3
“덩어리가,3
“데뷔는,3
“데이트하러,3
“도로사용료가,3
“도로와,3
“도시가스가,3
“도시개발에는,3
“도시개발에서,3
“도시계획,3
“도시계획은,3
“도시농업은,3
“도시농업을,3
“도시농업이,3
“도시재개발사업에,3
“도시재생사업을,3
“도시재생을,3
“도시재생이,3
“도시화,3
“도심권,3
“도심을,3
“도심인,3
“도심지나,3
“도심지역,3
“도예공방은,3
“도움은,3
“도장공장에서,3
“도전”이었다고,3
“독거노인들,3
“독대한,3
“독립한,3
“독일이나,3
“돈은,3
“돈질해서,3
“돌아가신,3
“동간,3
“동네라고,3
“동네에,3
“동네에서,3
“동대문,3
“동료들과,3
“동메달급에서도,3
“동물권,3
“동물병원에서,3
“동부이촌동,3
“동선이,3
“동성애는,3
“동성애로,3
“동시대인으로서,3
“동영상,3
“동작구청은,3
“동탄2새도시에서,3
“두껍아,3
“두발자유화,3
“두분,3
“둘,3
“둘째,3
“뒤가,3
“들개가,3
“들개에겐,3
“들러리,3
“들어와서,3
“등록된,3
“등산객이,3
“따지고,3
“딱,3
“딸들이,3
“딸이,3
“땅값,3
“땅값이,3
“땅만한,3
“때로,3
“떠나지,3
“떠도는,3
“똑같아,3
“똥차,3
“뚜렷하고,3
“뛰고,3
“뛰다가,3
“뜨거워서,3
“뜻밖이었어요,3
“라고,3
“래미안퍼스티지,3
“러시아문학이요.,3
“레스토랑,3
“려명거리나,3
“로컬푸드,3
“룸살롱에,3
“류현진은,3
“마곡단지에,3
“마스크를,3
“마스크와,3
“마스터했다”고,3
“마을만들기는,3
“마을미술이,3
“마을을,3
“마을청년들이,3
“마을회관,3
“마장동,3
“마지막,3
“마지막까지,3
“마차를,3
“마찰이,3
“마치,3
“마트,3
“마포구와,3
“마포구청장과,3
“마피아,3
“막대한,3
“만두,3
“만성적,3
“많을,3
“많이,3
“많죠,3
“많지,3
“말은,3
“말이,3
“말하기,3
“맛이,3
“맛있게,3
“망루”,3
“망루를,3
“망자가,3
“망해도,3
“맞는데요,3
“맞벌이,3
“맞소,3
“맞습니까”,3
“맞습니다,3
“매도가,3
“매매형이나,3
“매미,3
“매수세가,3
“매우,3
“매직블록으로,3
“맥주,3
“맥주·생선회,3
“머리가,3
“머리에,3
“머지않아,3
“먹거리와,3
“먹는,3
“먹이(냄새가,3
“메데인,3
“며칠,3
“며칠째,3
“면목3구역에서,3
“면밀한,3
“명도집행이,3
“명동전화국,3
“명색이,3
“몇가구만이라도,3
“몇달,3
“몇십년만에,3
“모금액이,3
“모금이라고,3
“모두,3
“모르겠는데요.,3
“모르겠다.,3
“모시는,3
“모임에,3
“모임은,3
“목동,3
“목줄에,3
“목포가,3
“목포시장이,3
“몰랐던,3
“몸과,3
“몸에,3
“몸은,3
“몸을,3
“못,3
“못생겼다고,3
“묘하게,3
“무계원은,3
“무기한,3
“무너진다는데,3
“무능한,3
“무대,3
“무더운,3
“무분별한,3
“무상급식은,3
“무속인,3
“무엇보다도,3
“무엇을,3
“무전기에서,3
“무조건,3
“무지개는,3
“문경과,3
“문재인을,3
“문제나,3
“문화사업,3
“문화와,3
“문화재,3
“문화재청과,3
“문화재청과도,3
“문화적,3
“물가,3
“물가는,3
“물러나면,3
“물레가,3
“물류,3
“물리적으로는,3
“물욕이,3
“물질적인,3
“뭐,3
“뭔,3
“뭘,3
“미공개정보,3
“미관상,3
“미국에,3
“미국에서,3
“미군,3
“미군이,3
“미꾸라지,3
“미디어가,3
“미디어는,3
“미래,3
“미래에,3
“미세먼지(수치)가,3
“미세먼지가,3
“미세먼지는,3
“미술은,3
“미안합니다”,3
“미이주한,3
“미처,3
“민간서,3
“민간업자한테,3
“민간에게도,3
“민간에서는,3
“민간자본을,3
“민간투자,3
“민노총,3
“민사집행법에,3
“민생,3
“민수씨도,3
“민심,3
“민심은,3
“민심을,3
“민자,3
“민정당은,3
“민주당과,3
“민주당이,3
“민주주의·남북관계,3
“민주주의가,3
“민주화를,3
“민주화와,3
“민중음악이라는,3
“밀실,3
“밑바닥에서는,3
“바닥에,3
“바람,3
“바로,3
“바보,3
“바야흐로,3
“박력있는,3
“박씨는,3
“박원순을,3
“박장규,3
“박철식이든,3
“반가”우면서도,3
“반갑다,3
“반기문씨는,3
“반드시,3
“반디,3
“반려동물,3
“반시장적,3
“반에,3
“반짝,3
“반청지위총,3
“받지,3
“발견,3
“발생원에,3
“밤,3
“밤에,3
“방문,3
“방수·내구성을,3
“방에만,3
“방치된,3
“방향성을,3
“배,3
“배달학당에서,3
“배드민턴·등산,3
“배우들이,3
“배운,3
“배치,3
“배후에,3
“백사마을만,3
“백전불굴,3
“백제,3
“뱉어낼,3
“버려진,3
“버스비를,3
“버젓이,3
“번,3
“벌벌,3
“벌이는,3
“범정부,3
“범죄성향이,3
“범죄자에,3
“법규를,3
“법무부가,3
“법무부와,3
“법안을,3
“법에서,3
“법인화,3
“법적,3
“법적으로,3
“베를린,3
“베를린은,3
“베트남,3
“벽이랄,3
“벽체,3
“변변찮아도,3
“변호사와,3
“변화가,3
“별,3
“별것,3
“별다른,3
“별로,3
“병원에서,3
“보고,3
“보금자리론,3
“보는,3
“보물급에,3
“보상받는,3
“보상액만으로는,3
“보수는,3
“보수적이라고,3
“보여주기식,3
“보유세가,3
“보유세는,3
“보일러실에,3
“보조금과,3
“보험,3
“복안을,3
“복음,3
“복지가,3
“복지정책이,3
“본래는,3
“볼,3
“볼트,3
“봐라,3
“부담,3
“부동산가격,3
“부동산개발업자가,3
“부동산업에,3
“부동산은,3
“부모가,3
“부모님,3
“부모님에게,3
“부모님은,3
“부모님이,3
“부모님한테도,3
“부모도,3
“부산·대구·울산·경남·경북,3
“부산도시철도,3
“부수고,3
“부영,3
“부영이,3
“부인이,3
“부자든,3
“부적격,3
“부적합,3
“부적합한,3
“부활절을,3
“북과,3
“북망이래도,3
“북촌과,3
“북한이,3
“분담금에,3
“분당,3
“분당과,3
“분명,3
“분명히,3
“분양가가,3
“분양가상한제가,3
“분양가상한제는,3
“분양권을,3
“불가피한,3
“불량주택을,3
“불법체류,3
“불안하다”고,3
“불안하죠,3
“불안한,3
“불안했는지,3
“불에,3
“불친절한,3
“불평등,3
“불필요한,3
“불합리한,3
“붐비는,3
“붕괴,3
“붕괴감”과,3
“브랜드와,3
“블랙티,3
“블록체인,3
“비,3
“비너스회,3
“비닐하우스,3
“비록,3
“비밀,3
“비서관,3
“비용,3
“비용은,3
“비자금은,3
“비자림이,3
“비좁고,3
“비판세력은,3
“빅마를,3
“빈곤과,3
“빈곤이웃은,3
“빈집,3
“빈집에,3
“빌라를,3
“빚,3
“빚내서,3
“빠른,3
“뻔뻔함에,3
“뽀로로,3
“뽑아내세요.,3
“삐걱거리는,3
“사건,3
“사건은,3
“사고가,3
“사고만,3
“사과한다고,3
“사냥꾼,3
“사라가,3
“사라씨가,3
“사람과,3
“사람도,3
“사람들,3
“사람들과,3
“사람들을,3
“사람들이,3
“사람들이랑,3
“사람은,3
“사랑하는,3
“사랑해요”,3
“사법부,3
“사법부가,3
“사법부를,3
“사법적으로,3
“사상,3
“사상이,3
“사실에,3
“사실은,3
“사안이,3
“사업기간이,3
“사업시행자(조합)가,3
“사업인가신청,3
“사업자가,3
“사업지구,3
“사업추진,3
“사유재산권,3
“사유지다,3
“사이버대응팀은,3
“사자는,3
“사재를,3
“사정을,3
“사지가,3
“사진가로,3
“사태,3
“사퇴는,3
“사형은,3
“사회,3
“사회가,3
“사회생활,3
“사회운동가,3
“사회적경제,3
“사회적경제포럼이,3
“사회적연대경제는,3
“사회적협동조합,3
“사흘만,3
“산등성과,3
“산란했던,3
“산새마을은,3
“산업,3
“산업화가,3
“산재,3
“살기,3
“살다,3
“살림살이를,3
“살맛이,3
“살아남은,3
“살인진압,3
“삼목석산이,3
“삼성,3
“삼성경제연구소가,3
“삼성물산은,3
“삼성은,3
“삼성이,3
“삼양동,3
“상가,3
“상가는,3
“상가를,3
“상공인들이,3
“상관하실,3
“상대적으로,3
“상류층,3
“상머슴”이,3
“상업시설이,3
“상인들,3
“상인들이,3
“상품교환,3
“상품이,3
“상환할,3
“상황을,3
“새날,3
“새누리당,3
“새누리당과,3
“새누리당도,3
“새누리당이,3
“새도시를,3
“새벽에,3
“새정치민주연합을,3
“새해부터는,3
“생각하는,3
“생명에,3
“생물시간이라면,3
“생산,3
“생존권을,3
“생존에,3
“생쥐,3
“생쥐에,3
“생태를,3
“생태민주주,3
“생활,3
“생활공간이,3
“생활비는,3
“생활에스오시,3
“생활에스오시도,3
“생활에스오시란,3
“생활유산,3
“서,3
“서강,3
“서계동(행정동명,3
“서계동에,3
“서계동처럼,3
“서구,3
“서로,3
“서로가,3
“서른일곱,3
“서민들을,3
“서민주택을,3
“서민층,3
“서병수,3
“서부산에,3
“서부이촌동,3
“서소문,3
“서양인,3
“서울과,3
“서울대에서,3
“서울도,3
“서울디지털산업단지가,3
“서울로7017,3
“서울리츠는,3
“서울발,3
“서울시내,3
“서울시도,3
“서울시민이,3
“서울시에서,3
“서울시와,3
“서울시장은,3
“서울시장을,3
“서울시장직,3
“서울에선,3
“서울엔,3
“서울역이,3
“서울이,3
“서울주택도시공사는,3
“서울항공청은,3
“서촌,3
“선거”(C)였다,3
“선거공작,3
“선거구제,3
“선거는,3
“선거대책위원회를,3
“선거를,3
“선거일,3
“선대위원장은,3
“선미촌,3
“선심성,3
“선유도는,3
“선장이,3
“선제적인,3
“설계과정에서,3
“설문조사,3
“설움은,3
“섬에는,3
“섭외,3
“성공,3
“성공보다는,3
“성공적인,3
“성금,3
“성급했다”거나,3
“성남시,3
“성남에서,3
“성당,3
“성매매를,3
“성벽을,3
“성북3구역이,3
“성북구는,3
“성소수자,3
“성장,3
“성접대,3
“성칠은,3
“성폭력,3
“세계문화유산,3
“세계에서,3
“세계유산등재야말로,3
“세금,3
“세금과,3
“세금문제,3
“세금을,3
“세상에서,3
“세상이,3
“세운4구역에서,3
“세월이,3
“세월호같은,3
“세월호는,3
“세월호처럼,3
“세입자,3
“세입자나,3
“세입자들,3
“세제·금융·청약제도,3
“세제는,3
“세종시,3
“세종시는,3
“센터에서도,3
“셀,3
“셀프,3
“셋집을,3
“셋째,3
“셰프가,3
“소규모로,3
“소급,3
“소녀상은,3
“소득주도성장을,3
“소리쳐도,3
“소박하고,3
“소송,3
“소송을,3
“소수자를,3
“소수자와,3
“소외감을,3
“소위,3
“소음도,3
“소중하고,3
“소중한,3
“소형인,3
“소형주택,3
“소화기내과와,3
“속마음을,3
“손·장,3
“손님,3
“손주들,3
“손혜원,3
“송두리째,3
“송무전문변호사로서,3
“송정중과,3
“송파,3
“송파구는,3
“쇠쟁이,3
“쇼처럼,3
“수감,3
“수년간,3
“수능,3
“수도권,3
“수도권으로,3
“수도권은,3
“수동적인,3
“수만,3
“수몰되는,3
“수미터,3
“수박,3
“수사가,3
“수사기관에서,3
“수사본부,3
“수사와,3
“수술을,3
“수완이,3
“수요,3
“수요층이,3
“수용,3
“수용할,3
“수익률이,3
“수자원,3
“수출,3
“수출산업시범공장,3
“숙소는,3
“숙주를,3
“술,3
“술에,3
“숨이,3
“숨진,3
“숭인동에서,3
“숱한,3
“쉼터에,3
“쉽지는,3
“스마트워킹이,3
“스마트해,3
“스스로,3
“스트레스를,3
“스티커,3
“슬라이드,3
“슬리퍼,3
“슬퍼하지,3
“슬픔,3
“승진하셨네요,3
“시각이,3
“시간과,3
“시간도,3
“시간에,3
“시간은,3
“시급이,3
“시기적으로,3
“시끄럽다”며,3
“시나리오,3
“시내,3
“시는,3
“시디를,3
“시력이,3
“시민과,3
“시민들,3
“시민들은,3
“시민안전과,3
“시민운동가는,3
“시민투표를,3
“시민행복공동체는,3
“시설을,3
“시신경염이,3
“시아버님,3
“시아버지,3
“시에서,3
“시위,3
“시위가,3
“시장·군수·구청장은,3
“시장경제,3
“시장님이,3
“시장이라는,3
“시장중심,3
“시중에는,3
“시청자가,3
“시한부,3
“시행,3
“시화나,3
“시흥은,3
“식당,3
“식사나,3
“신,3
“신고,3
“신고리,3
“신곡보,3
“신곡보를,3
“신도시,3
“신도시에,3
“신문관들이,3
“신부님,3
“신사옥은,3
“신설,3
“신영복,3
“신중치,3
“신학교,3
“신혼부부,3
“실거래량이,3
“실거주,3
“실내,3
“실력,3
“실수요자,3
“실수요자를,3
“실업자,3
“실정법을,3
“실질적으로”,3
“실체와,3
“실태조사를,3
“심,3
“심신이,3
“심야시간대를,3
“심장병으로,3
“심포지엄에서,3
“십자가,3
“싱가포르는,3
“싱크로율이,3
“싸우지,3
“싸움조”(OS,3
“쌍용차,3
“쏟아진다”로,3
“쓰러진,3
“쓰레기를,3
“아고,3
“아내가,3
“아니다,3
“아드님은,3
“아들을,3
“아리스토텔레스는,3
“아마,3
“아마도,3
“아무것도,3
“아무래도,3
“아버님이,3
“아버지는,3
“아버지를,3
“아버지와,3
“아빠도,3
“아삭하지,3
“아산시가,3
“아쉬운,3
“아시는,3
“아시다시피,3
“아아아~”,3
“아이고,3
“아이구,3
“아이도,3
“아이들,3
“아이들에게,3
“아이들은,3
“아이들을,3
“아이들한테,3
“아이에스디에스는,3
“아주,3
“아직까지,3
“아침밥을,3
“아침을,3
“아티스트로,3
“아파트로,3
“아파트를,3
“아파트에,3
“아파트에선,3
“아파트와,3
“아프리카·인도·중국,3
“아프리카도,3
“아현고가도로,3
“아현고가도로가,3
“아현고가도로는,3
“아현고가도로를,3
“아현국사는,3
“아현동,3
“아현동이,3
“아현시장과,3
“악덕사장과,3
“악성중피종,3
“악착같이,3
“안내요원,3
“안녕,3
“안녕하세요,3
“안녕하세요.,3
“안심전환대출로,3
“안심하고,3
“안일한,3
“안전기준과,3
“안전상,3
“안전진단,3
“안전하게,3
“안전한,3
“안철수,3
“알,3
“알겠다”고,3
“알겠다”며,3
“알고,3
“알고서도,3
“알바니아,3
“암굴,3
“암담한,3
“압구정은,3
“압니다”라고,3
“압도적,3
“압축·가공,3
“앞서,3
“앞으로‘리마크,3
“앞으로는,3
